route_distance_km,traffic_index,weather,vehicle_age_years,package_weight_kg,priority,warehouse_delay_hr,stop_count,weekend,delivery_time_hr
56.1,55.58194419032034,Clear,2,2.15,Express,1.83910382690816,12,0,7.52
42.5,10.0,Clear,3,6.95,Express,0.32656219896551825,9,1,5.23
42.0,65.64547916715495,Rain,3,6.22,Express,0.6940906721612049,9,0,9.02
21.8,56.293856842939746,Clear,3,4.61,Standard,0.9796796616240351,7,1,6.34
11.8,63.48591759690712,Clear,4,5.81,Express,0.10759183740490941,4,0,2.99
10.1,74.02629309306644,Rain,7,1.14,Standard,0.5103329169646721,7,0,4.21
50.3,58.57830259009936,Clear,1,1.41,Standard,0.8788456772779483,15,0,8.86
34.5,84.3682912777856,Rain,7,1.3,Express,0.8326772139133729,9,0,6.55
37.8,66.19502459713978,Clear,2,3.09,Express,1.696246414585995,12,1,7.83
30.0,41.3717167573111,Clear,1,5.93,Standard,1.8790200363825775,10,0,7.81
17.2,50.72120124137418,Clear,6,2.3,Standard,0.20074058959936214,5,0,3.76
22.3,14.29676151849754,Rain,6,6.45,Standard,0.8778879634172426,3,1,6.82
15.0,38.76057207150102,Clear,6,2.04,Standard,1.271973815897336,5,0,4.34
14.0,48.14206469319897,Clear,1,2.81,Express,1.861443226059438,4,1,3.97
40.8,64.83292497203799,Clear,5,2.28,Standard,1.3029432081219907,10,0,8.15
10.6,41.4935014862474,Clear,4,2.66,Express,1.0036393811146322,4,0,3.14
15.0,32.567247749180254,Rain,5,2.87,Standard,1.2665797723878414,5,1,6.53
23.0,21.024425745853733,Clear,7,0.75,Express,1.2716381840353819,7,0,4.41
27.4,44.264484665320275,Rain,6,3.88,Express,0.15059999540094215,6,0,5.38
12.2,90.11533244262273,Clear,4,2.82,Standard,0.9349591547543882,5,1,4.54
10.4,59.87992662814659,Rain,1,7.77,Standard,1.821412695932084,3,0,6.32
32.4,71.91242942239322,Clear,6,4.47,Express,0.6548502619141968,9,0,5.5
29.1,38.799023812043515,Clear,1,3.77,Standard,0.890612649783211,9,1,5.45
49.8,26.677904318160067,Clear,4,7.48,Standard,0.6302384853317847,10,0,7.59
27.6,33.020605646414786,Rain,1,7.01,Standard,0.0,7,1,7.13
34.1,53.25164003516253,Clear,1,7.98,Standard,0.8144131240642755,9,0,7.8
17.7,19.105680817373383,Rain,2,2.13,Express,1.011254351457011,5,0,3.77
18.1,36.881372504624125,Rain,7,1.27,Standard,0.4412546263833687,7,1,5.9
12.9,44.44550765251671,Clear,5,0.76,Express,0.0,3,1,2.89
17.8,31.22334449086058,Clear,8,5.76,Standard,0.18357547815284558,5,1,5.52
22.2,16.773705688153072,Clear,5,0.67,Express,1.334931331294895,5,1,3.47
47.3,60.21376656777564,Clear,5,3.54,Standard,2.1807673411328334,13,0,10.38
16.4,55.82568600792217,Rain,3,0.95,Standard,1.7677033386338028,5,0,6.83
69.0,69.02253761734232,Rain,2,6.29,Standard,0.0,16,0,10.41
35.6,35.012336513456034,Clear,8,4.24,Express,1.398239117385492,12,0,7.38
32.0,68.67860937485449,Clear,6,6.27,Standard,0.335786336933497,8,0,6.85
26.5,82.52747550076394,Clear,6,3.59,Express,0.3924130562438561,9,1,4.92
24.0,59.71986518026339,Clear,6,1.53,Standard,0.47661708142010123,9,0,5.15
19.2,44.02114669996011,Rain,5,2.24,Standard,1.2942468648988013,7,1,5.5
11.9,57.61145169116639,Clear,7,5.4,Express,1.4714773635143268,4,1,5.64
16.7,43.15982699267961,Rain,5,0.89,Standard,0.7313782501041485,6,0,5.03
56.1,40.16289596178247,Clear,8,2.11,Standard,0.7432504812943828,11,0,7.41
34.5,67.29868701105987,Clear,7,1.9,Standard,1.1249846202650553,8,0,7.55
55.8,52.497094243830425,Clear,2,2.89,Standard,1.1975961776669692,12,0,7.54
18.9,76.69172176210051,Clear,7,4.56,Standard,1.6233579947309704,9,1,7.37
14.8,47.03638619361574,Clear,8,6.17,Standard,0.0,4,0,4.46
26.4,48.858857547939806,Rain,1,1.08,Standard,0.8140191378628211,6,1,4.71
17.0,44.802802085833505,Rain,5,1.61,Standard,0.05238293687617579,4,1,4.71
29.2,34.83669810363031,Clear,6,1.18,Express,0.7643404046556179,9,0,2.56
10.7,69.65964817509864,Clear,1,2.97,Standard,0.6416772986234673,4,1,4.19
8.1,94.34280996305478,Clear,5,1.29,Standard,0.7672753822681084,5,0,5.33
31.4,48.11990970580926,Rain,4,3.86,Standard,0.24017997832262783,9,0,6.71
56.9,42.75107301384989,Clear,3,6.71,Express,0.0,11,0,5.87
32.1,41.58417729327237,Storm,5,0.78,Standard,0.0,7,0,6.68
34.4,42.76480190319316,Clear,4,1.65,Standard,0.7081738920146118,11,0,5.05
27.0,84.69610635233443,Clear,8,8.04,Express,0.4982992259169427,7,1,6.58
28.3,42.067350644321955,Storm,2,3.47,Standard,0.3268436346373211,9,0,9.45
11.6,44.465197583988285,Clear,4,2.13,Express,1.7257839239821626,4,0,5.38
17.3,32.6736234612825,Clear,2,13.37,Standard,0.1983932692432825,4,0,5.37
47.1,60.28567792953527,Clear,5,2.52,Standard,1.7917838574971618,11,0,8.31
14.1,53.789867881282234,Clear,2,4.45,Express,1.93669062098848,3,0,3.92
21.9,34.53078203555391,Clear,4,1.7,Standard,0.0,6,0,3.12
46.6,38.92906724827456,Rain,7,1.49,Standard,0.8646670212992789,12,0,8.12
27.9,82.59280066964004,Rain,3,4.62,Standard,0.5202124564148065,8,0,6.63
28.6,55.58873961283782,Clear,1,8.49,Express,0.0,5,0,5.11
22.0,56.83033711805136,Storm,1,2.2,Standard,0.0,6,1,7.86
36.9,56.901768850469104,Clear,3,1.41,Standard,1.342455274975932,9,0,6.77
41.5,80.10325698780117,Clear,6,5.7,Standard,2.213439476897885,9,1,9.65
16.8,36.18614147822721,Clear,1,2.22,Standard,1.431874699889474,6,0,3.5
12.2,47.86488063682382,Clear,8,3.9,Standard,1.0265427307590844,4,0,5.49
9.0,51.9586262800748,Clear,5,2.15,Standard,0.7850673328582388,6,0,3.41
33.5,24.018835144784966,Storm,6,2.42,Standard,1.9778640402536796,10,0,8.8
31.6,38.50945270153582,Clear,5,1.6,Standard,2.3037674413703484,10,0,7.89
79.0,73.84014689105688,Clear,4,4.7,Standard,0.3892101243330698,17,1,11.09
27.1,68.68384293394212,Clear,8,3.97,Standard,0.0,6,0,5.0
24.6,71.86720375183657,Rain,4,3.88,Standard,0.0,7,1,6.15
29.7,44.39637599443478,Rain,6,1.84,Express,1.7253166945118614,8,0,5.95
30.6,46.61748567786094,Clear,6,3.75,Standard,0.7670590214579295,7,0,4.94
23.6,22.81482108931541,Clear,8,9.21,Standard,0.9282693373211031,5,0,5.61
17.1,71.77482176169357,Clear,8,1.42,Standard,0.0,5,0,3.07
26.3,74.73974083778972,Clear,6,1.71,Express,0.27276776104807365,7,1,5.35
25.8,74.51057739764094,Clear,6,1.78,Standard,0.5931634302694524,8,1,6.46
25.6,83.87364256259032,Clear,2,3.27,Standard,0.9454868683548494,8,1,7.04
38.9,62.597954682818305,Clear,7,1.34,Standard,0.5209855727603687,11,0,5.74
26.1,83.02387305784046,Clear,6,4.24,Standard,0.07387166118906019,5,0,4.5
12.4,51.39145703515819,Clear,8,0.71,Express,0.250803105178234,5,1,3.42
18.6,23.193813429900096,Storm,7,5.07,Standard,1.6458263001630629,5,0,7.96
23.5,70.49304419032212,Rain,6,3.84,Standard,0.9713492337224499,5,1,7.14
26.7,22.529995731843478,Clear,4,9.08,Express,1.2285097648688863,7,0,5.33
33.9,58.063636890880574,Clear,5,1.47,Standard,0.17078833238586932,10,1,7.28
26.8,72.1958284382366,Clear,7,5.84,Express,0.0,7,1,5.69
8.2,60.83665832863355,Clear,4,2.83,Standard,0.4338269851808526,6,1,6.06
13.1,96.00837527048095,Rain,1,2.46,Express,0.19340061190215252,5,0,5.27
35.1,19.613278105354397,Clear,8,1.41,Express,1.0443085880396556,8,0,6.11
23.2,53.50850789435352,Rain,2,2.18,Standard,3.1000065995772896,8,0,7.5
28.0,55.31419837454781,Storm,2,2.25,Express,1.2866162123327791,8,1,8.14
21.7,30.806149308716556,Clear,5,0.96,Standard,2.715172111568442,5,1,6.36
18.6,34.23280976696286,Clear,6,3.81,Standard,1.198138786737614,9,0,4.39
22.1,39.7876850051212,Clear,4,3.49,Standard,0.3590796336990995,7,0,5.75
28.2,35.20634870711328,Clear,1,4.44,Standard,1.0435412546846183,8,0,5.4
26.0,53.056096297050374,Clear,4,1.98,Express,2.0464470196343956,6,1,5.19
41.3,44.14663179726112,Clear,8,5.19,Standard,2.0806938174248675,12,0,8.4
11.1,60.72235091372215,Rain,8,6.93,Express,0.3972638423698447,5,0,4.54
12.0,66.68974839165513,Clear,6,2.59,Standard,0.9772285869895093,5,0,4.41
23.0,65.47202127494,Clear,6,1.49,Standard,0.0,6,0,4.3
34.1,47.61772758667439,Clear,8,3.16,Standard,1.3772680372840007,10,1,8.87
37.8,60.1205613303605,Rain,3,3.06,Standard,1.887348289339126,11,0,8.11
19.0,73.63232049118119,Clear,8,2.68,Express,0.8278596178812113,5,0,5.82
5.7,63.02016246299482,Rain,4,4.44,Express,0.33283116194791035,1,0,4.21
19.3,88.46159849998156,Clear,5,2.37,Express,1.0520916658942938,7,0,5.32
31.7,72.67922176180038,Clear,4,1.4,Express,1.0922213219542163,6,0,5.65
25.7,85.9313273076723,Clear,2,3.36,Standard,0.8568006822947342,7,0,5.98
34.7,10.137823697258838,Clear,1,4.58,Standard,0.9251005870351671,8,0,6.4
46.3,56.74017018052418,Rain,7,4.83,Standard,0.6783296046714404,13,0,9.11
23.9,49.16921498286007,Clear,5,2.27,Standard,1.497168449758484,6,1,5.03
20.4,52.75036485434413,Rain,3,3.68,Standard,1.315359211615589,8,1,7.42
15.9,40.51073043812549,Clear,1,7.01,Standard,0.11182779699909562,4,1,5.18
11.9,62.13158920691524,Clear,1,5.95,Standard,0.09258657778898383,6,1,4.57
10.3,22.44958421648657,Clear,7,0.91,Standard,0.6219379080814067,7,0,3.8
18.0,62.26186353168323,Clear,2,2.39,Express,1.3157859868736255,4,0,3.69
43.1,41.10919803675027,Rain,2,6.73,Standard,0.9036401897235703,11,1,7.62
36.4,45.99305037783218,Rain,2,0.91,Standard,0.3497947129141414,13,0,5.35
19.9,62.89303185218328,Clear,5,2.9,Standard,0.9830630177080811,6,0,4.25
69.3,56.417999101594,Clear,4,1.96,Express,0.5684326363344097,16,0,8.14
18.7,73.97057640531617,Clear,1,3.73,Express,1.4163405221568919,7,0,3.15
48.5,37.54893689477219,Clear,4,0.54,Standard,1.0331409045469333,12,0,6.28
54.3,53.54729826009171,Clear,4,6.32,Standard,0.5793052687834994,10,0,7.16
32.7,70.99791610620072,Clear,2,3.0,Express,0.9620631404325231,10,0,5.38
17.9,61.50159538752517,Clear,4,1.33,Standard,1.720533641666941,3,1,4.39
21.3,62.66069656233034,Clear,1,1.76,Express,0.4012589464175358,6,0,3.77
28.5,74.94477145089822,Clear,1,3.82,Express,1.0818598871530127,10,1,5.16
12.1,47.6876359203485,Clear,6,1.67,Standard,0.750677761673803,4,0,4.93
15.1,43.89704421179912,Clear,3,8.32,Standard,1.0988885787034697,4,0,5.02
14.5,65.36627986478204,Clear,5,2.76,Standard,0.3418045408829888,6,0,4.41
34.0,52.31023325180039,Storm,4,7.39,Standard,0.8772348032115631,8,0,9.05
46.0,75.19966421855888,Clear,5,3.36,Express,1.5754762976917607,9,0,7.38
37.1,61.65592186807101,Clear,5,4.7,Express,0.14409511312772494,10,0,5.42
42.2,43.77968775477529,Clear,5,4.52,Express,0.0,10,1,5.35
17.1,61.09091248260055,Clear,7,2.13,Standard,0.0,4,1,4.77
21.8,38.7514060439944,Rain,8,4.74,Standard,0.0,7,0,6.03
22.7,72.04471243042701,Clear,6,2.27,Standard,1.216726301524865,7,0,5.47
32.7,29.851258482133268,Storm,5,0.84,Standard,0.0,8,0,6.92
18.3,76.99717493553133,Rain,8,2.6,Standard,0.5914732586795286,5,0,7.04
40.9,60.77577720132239,Clear,8,1.19,Standard,1.2328025123174955,11,0,7.83
53.5,52.03790254679187,Clear,6,2.21,Standard,1.0916613423840156,14,1,9.28
33.5,68.74001471680978,Rain,1,2.93,Express,0.5301087140262605,8,0,5.86
21.3,64.20387959492238,Clear,7,1.52,Standard,0.9336466122285743,7,1,5.28
16.3,78.94687034184508,Clear,4,4.31,Express,0.8750017308162978,6,0,4.05
14.5,78.77911129036241,Clear,6,2.25,Standard,0.6430313311162696,6,1,5.75
8.3,61.341227994993154,Clear,3,1.17,Standard,0.6524156969417939,4,0,4.4
23.1,39.30812761525161,Clear,8,1.54,Express,2.3647992043298727,5,1,8.1
22.4,45.25283799196766,Clear,5,3.23,Standard,1.3665176327519104,6,1,6.9
39.7,53.71035605539033,Rain,8,2.52,Standard,2.5364556422585,10,0,8.55
18.9,74.47099049911169,Clear,7,3.64,Standard,0.45212580695564913,9,0,5.1
23.7,46.78504369592544,Rain,3,3.24,Standard,0.7405233821782968,6,1,8.09
30.0,48.28707063225754,Clear,1,1.44,Standard,0.0,9,1,4.83
33.2,88.27031132681368,Clear,1,1.92,Express,0.2333032385372995,8,0,4.72
37.4,53.12262679520092,Clear,2,5.17,Standard,2.1313392040637504,10,0,7.26
28.5,43.57482597520111,Clear,5,1.62,Standard,0.4345759971107706,10,0,6.4
12.5,68.97962851109466,Clear,2,7.5,Express,2.1434969101011214,6,0,6.33
31.8,53.98958290672747,Clear,7,0.98,Standard,0.0,6,0,4.15
18.2,29.987215058195822,Rain,3,5.06,Standard,0.06257167614870629,5,0,4.06
47.1,73.73645349053272,Clear,8,2.79,Standard,0.5611381452836053,13,0,7.96
26.2,41.55329222741305,Clear,4,1.44,Standard,0.7553750548245756,7,1,5.45
29.4,55.78454077101237,Rain,2,3.17,Standard,1.4461611047150909,6,1,8.09
82.3,53.773495951827584,Rain,1,1.66,Standard,1.1155392920303862,17,0,10.89
37.7,59.141821122457536,Clear,5,2.01,Standard,0.5085793198591806,11,1,6.58
31.5,15.56066669383604,Clear,8,2.29,Express,0.7066789354373256,10,0,4.21
24.1,48.968209381613775,Rain,3,4.81,Express,0.57665595615071,7,0,5.16
13.0,75.24706708208264,Clear,6,1.9,Standard,0.15974238527198925,8,1,4.65
23.2,77.77801935804976,Clear,7,3.5,Standard,0.17842594437886494,8,0,5.46
16.2,37.15677313047422,Clear,7,4.93,Standard,1.5195187240033867,5,0,5.69
56.8,71.57076836881268,Rain,1,3.11,Standard,0.0,12,0,7.27
31.7,41.29426442033949,Clear,6,3.86,Express,1.9321510882115382,7,0,6.56
46.3,48.2584193310289,Storm,7,2.92,Standard,0.5599040420784377,12,1,9.47
18.6,49.204281403733475,Clear,4,4.25,Standard,0.25924397552548795,5,1,4.27
16.9,56.95846677469735,Rain,8,1.14,Standard,1.3178315034880885,8,1,6.76
35.9,73.02459621323553,Clear,5,7.09,Standard,1.839651608902982,11,1,9.36
15.9,59.762521648524,Clear,8,1.82,Standard,1.5823427091227702,6,1,6.33
20.5,52.729628314170796,Rain,4,2.81,Express,1.1512964345519237,4,1,5.9
58.2,72.41160219468787,Clear,7,0.66,Express,1.560804442805285,13,0,8.63
20.9,40.55209497579314,Clear,4,2.08,Express,0.0,8,1,4.66
11.6,53.61008601757691,Clear,8,3.59,Express,0.43471862095829633,3,0,3.55
9.4,72.92406211079552,Clear,7,7.69,Express,0.1621809579826089,6,1,4.0
10.9,64.52751181223032,Clear,5,4.38,Standard,1.6572471118506227,5,0,5.55
47.6,46.60652840599157,Rain,5,2.2,Standard,0.5315653867532794,12,1,7.42
19.2,27.766778201195187,Clear,6,0.92,Express,1.3917845897474388,5,1,5.62
81.0,60.59544743430661,Clear,4,6.58,Standard,1.1750998597420466,18,1,12.93
53.8,26.583846365746194,Clear,3,2.13,Standard,0.19638514468542334,13,1,7.36
65.3,51.17497543555903,Clear,6,3.59,Standard,0.38912925301660095,17,0,9.26
42.8,76.22107118626002,Rain,5,2.2,Standard,1.705672383570308,9,0,8.95
34.9,65.74165563343328,Clear,1,3.88,Standard,0.2571621459209107,9,0,6.04
16.5,18.57422839578099,Clear,7,6.4,Standard,0.8874073271368353,5,0,3.79
25.9,58.608127078125705,Storm,6,4.77,Standard,0.2522210995714885,8,0,7.72
36.7,49.2549415371533,Clear,2,2.49,Express,0.5802334691588976,8,0,4.04
41.5,32.073086786941914,Rain,3,6.68,Standard,0.7676866392210198,8,0,7.69
13.7,61.03038332443784,Rain,7,8.75,Express,0.2519934427917562,6,1,5.96
23.4,46.14871872176691,Rain,6,5.56,Standard,0.12768713221128303,4,1,7.62
24.8,46.26038730448904,Clear,5,2.25,Standard,1.0003913357442098,9,0,6.32
24.3,57.232812131680966,Rain,8,5.07,Standard,0.20868381384617674,7,0,6.63
14.7,43.73407844377328,Rain,5,5.52,Standard,0.2325397110109293,3,0,4.83
61.3,56.72324500959814,Clear,3,2.52,Standard,0.1426627994086206,14,0,8.72
23.0,44.32015198666119,Clear,2,8.75,Express,0.7454643675680772,7,0,5.01
15.2,45.30769370879425,Clear,6,6.22,Express,1.4605911440798889,4,0,5.09
62.1,72.8727358473195,Clear,8,2.61,Express,1.8545700454185867,14,0,9.05
53.8,74.70408945484498,Clear,6,2.25,Standard,0.291857339804355,14,0,7.41
27.9,24.24422355143275,Clear,4,5.44,Standard,2.305217555331848,7,0,6.99
9.4,68.44731118923795,Clear,1,10.23,Standard,0.09670659750524302,2,0,3.09
20.2,80.1746380832699,Clear,5,1.2,Standard,1.5584839663295087,6,0,4.84
10.4,83.03278271326437,Clear,6,4.01,Standard,0.2948124821891903,6,1,5.6
33.6,64.36683506593214,Clear,6,5.01,Standard,0.19035371109099286,11,0,7.62
19.4,35.966838560609844,Rain,7,6.36,Standard,0.27867069025092805,3,0,5.77
25.6,66.33965512625562,Clear,7,5.04,Standard,0.7632866102456166,9,0,5.92
59.3,39.3534576061135,Clear,6,2.15,Standard,1.2059805197235272,14,0,7.19
18.7,48.82662700918023,Clear,2,1.1,Standard,1.2689076265333754,7,0,5.51
32.9,61.89547882680674,Clear,1,2.43,Standard,0.13921048925647828,8,0,4.66
38.0,40.514331760862696,Rain,6,4.93,Standard,0.107238498742112,7,0,7.07
46.9,34.36479447907988,Storm,3,1.99,Standard,0.15835291464551715,12,0,8.44
24.6,63.38391973283482,Clear,5,6.99,Standard,0.7220519183301422,6,1,7.0
23.3,88.61003567762168,Storm,4,2.75,Standard,0.6528910770663878,5,0,7.72
23.0,77.37821794863035,Clear,7,1.9,Standard,0.13487717655114362,5,0,5.13
31.3,67.72935133090171,Clear,3,4.3,Express,0.988722585844271,9,0,5.58
52.7,72.6253378406152,Clear,5,2.56,Express,2.3837981658347225,13,0,8.18
22.5,66.47895094927449,Rain,8,2.21,Standard,0.4466991767153941,8,1,6.11
6.3,63.09820412936907,Clear,7,9.46,Standard,0.49654172515752665,4,0,3.48
40.1,71.17512111277564,Rain,2,1.98,Express,1.191763099227058,9,0,6.69
26.9,30.3694643430276,Rain,7,2.37,Standard,0.40882859578424363,7,0,6.85
33.7,58.59073538997244,Clear,1,4.34,Express,1.2682751372027277,8,0,6.2
10.6,53.54293228761082,Clear,1,6.93,Standard,0.2970201052546718,4,0,4.37
19.5,56.42025096060215,Rain,5,4.08,Standard,2.082483725304111,4,0,6.68
38.5,46.69530013455778,Clear,3,3.22,Express,1.0413424808146061,10,1,6.92
12.8,64.36878120593617,Clear,4,10.15,Standard,0.365983935646302,6,0,5.56
32.8,40.27729582562307,Clear,2,2.29,Standard,0.38791581037150824,7,0,6.06
25.5,45.39061127094338,Clear,5,2.3,Standard,0.4403401731043756,9,0,4.37
17.4,43.230161554262196,Clear,8,2.0,Standard,1.7609247663742114,6,1,5.7
16.6,70.55103947085765,Clear,2,3.91,Express,0.0,6,1,3.28
14.7,54.78897694223452,Clear,1,1.6,Standard,0.3324408306783468,2,1,2.67
26.8,46.705017883658265,Clear,6,1.32,Standard,0.4068376101522018,5,1,4.39
28.4,48.278265489708744,Rain,6,2.36,Express,0.7890184232701435,8,1,6.21
21.3,55.06985110024733,Storm,4,0.89,Standard,0.610223215147244,7,0,6.31
14.3,84.19914853965737,Clear,2,3.59,Standard,0.0,4,1,1.75
32.4,32.742633945759906,Clear,5,3.92,Standard,0.5201241214831728,11,1,7.17
40.5,67.15917995823614,Rain,4,4.37,Express,0.7303145217705221,11,0,5.88
35.4,63.49352208455814,Clear,7,5.21,Standard,0.36033151544415176,8,0,6.9
66.6,39.106622827958034,Clear,7,2.41,Standard,1.2807428423333653,15,1,9.51
23.5,81.40371922278436,Storm,8,6.43,Express,1.443585900127553,10,1,11.14
50.1,64.70704811585217,Rain,3,6.03,Express,0.745129310189425,10,1,8.99
18.2,45.86080054186438,Rain,6,1.44,Express,0.9613791107955105,6,1,4.92
16.7,21.530560132967324,Rain,5,2.92,Standard,0.0,5,1,4.26
27.6,59.124643020984024,Clear,2,0.48,Standard,0.5052280594867178,9,0,6.09
55.7,54.1945794743923,Clear,4,6.49,Standard,1.503375184230539,15,0,8.27
22.2,36.447167237209854,Rain,5,5.15,Express,0.5035943917745058,6,0,5.12
10.6,36.21494061755854,Clear,4,7.43,Express,0.28391682652562744,6,0,3.45
40.1,70.63317760815109,Clear,4,0.98,Standard,2.3943822482216515,13,0,8.22
24.9,19.797491668222087,Rain,4,4.15,Standard,2.073354033137064,7,0,7.42
30.2,60.65708959131465,Rain,2,2.1,Standard,1.1273024387375101,9,0,7.09
17.2,51.62613444440449,Clear,5,0.65,Express,1.5972374280360333,5,1,5.08
27.5,63.94878691036191,Rain,1,5.64,Standard,0.0,8,0,6.27
11.4,49.702509822516376,Rain,1,1.22,Standard,0.24871399155990548,4,1,4.81
61.8,60.27894937468566,Rain,2,3.81,Standard,0.471029488778794,16,1,9.74
43.9,41.630052798483234,Clear,7,2.08,Standard,0.6348139307931377,13,0,6.35
26.9,54.11431150887937,Clear,2,3.39,Standard,0.4570391853182263,7,0,5.07
39.5,63.803509806713365,Clear,6,5.25,Express,0.0,12,1,5.8
18.3,57.71569368295846,Clear,4,3.4,Express,1.0702172330959918,8,0,4.07
42.9,61.845523163227796,Clear,5,1.58,Standard,1.1805578897964248,12,0,7.08
21.7,38.29741660987035,Clear,5,9.61,Standard,1.9213291541129869,6,0,7.11
20.9,44.36785788607266,Clear,3,2.43,Express,0.24818351465752564,5,0,3.15
15.3,44.679882894112986,Rain,3,1.81,Standard,0.19088578955406854,4,0,5.02
32.2,50.02318439943845,Clear,8,2.86,Standard,0.0,10,0,5.2
26.3,79.45449165312091,Rain,1,0.99,Express,0.5945032143863798,5,0,5.03
50.9,48.62478240035738,Rain,3,1.93,Express,1.4307782467435202,13,0,7.89
14.3,34.415929724220995,Clear,3,2.54,Express,0.3717624964650965,3,1,2.53
32.2,64.74962238131066,Storm,1,3.58,Standard,2.3004113729805535,10,0,9.97
46.1,79.23958176582067,Clear,6,3.13,Standard,0.6203836149473336,11,1,8.75
81.9,32.29818666665844,Clear,7,4.16,Standard,0.902894599001989,20,1,10.89
28.7,90.51059358492563,Rain,1,2.94,Standard,0.0,9,1,7.02
21.5,62.47317884181529,Clear,7,5.99,Express,1.0010542416226957,8,0,5.03
28.3,73.61003420323104,Rain,8,4.63,Standard,0.0,10,0,8.48
48.8,81.40728943077967,Clear,3,3.95,Express,1.2855885685092014,12,1,7.49
48.8,72.50711756873936,Rain,5,6.62,Standard,1.3070997233647885,10,1,8.79
24.4,53.01035925386172,Clear,3,6.62,Standard,1.7515039970355573,5,0,7.27
48.4,76.91856659544547,Clear,4,3.29,Express,0.08602189686261796,9,0,5.69
25.6,59.58279585767655,Clear,8,2.35,Standard,0.9123934828081935,5,1,5.88
39.3,74.62872504833751,Rain,7,3.49,Standard,1.194671591570553,10,0,8.13
34.2,76.5977587080523,Rain,7,2.77,Standard,1.109597146831217,8,0,9.24
21.0,35.363861380490164,Clear,4,2.29,Standard,0.19429050740560416,6,1,4.75
15.6,69.29742037558611,Clear,4,3.4,Standard,0.0,6,0,4.72
46.7,51.72594546675931,Clear,6,3.87,Standard,1.0428722078191368,11,0,7.71
53.3,57.48743146211227,Rain,2,4.49,Standard,0.6932502251830565,11,1,9.1
31.8,57.28766947917036,Clear,4,7.28,Express,0.40333058492699186,8,0,6.47
25.6,56.56546391635645,Rain,7,3.62,Standard,1.3347617546008264,6,0,6.95
13.4,82.4234556201227,Rain,5,2.99,Standard,0.7685563232918968,4,0,4.76
46.1,30.40394271590686,Clear,7,5.55,Standard,0.0,13,0,7.4
30.0,23.997819576343854,Clear,7,1.69,Standard,0.0,8,1,5.33
22.6,20.200778710019684,Clear,6,0.89,Standard,0.00972571440678438,9,0,3.97
39.9,74.24459675084645,Rain,2,4.12,Standard,2.4751086063367507,12,0,10.15
12.1,41.07812514638212,Clear,2,2.43,Standard,1.305943741752941,4,0,4.06
14.9,57.37935645126795,Clear,4,2.55,Express,0.9320286393825084,3,0,3.59
17.9,52.935091765757576,Rain,8,1.66,Express,0.6728373509699368,6,0,4.72
33.6,39.04524746848036,Clear,3,6.26,Express,0.6268249420367951,10,0,4.95
28.5,70.32659027600258,Clear,7,0.92,Standard,1.6170371883513663,7,0,7.46
35.6,52.70566657208708,Clear,1,4.38,Standard,0.45658298066759795,10,0,4.92
44.5,50.720768613309076,Clear,3,3.01,Express,1.203844287479005,13,0,8.33
36.3,59.191683539324515,Rain,3,7.56,Standard,0.5561004347958842,8,1,8.79
62.5,67.9738975270879,Clear,2,5.57,Express,2.1581096422845434,13,0,7.86
44.4,37.73842761637994,Clear,2,1.36,Standard,1.3196019553048126,12,0,6.67
24.3,70.71253025199915,Rain,6,4.63,Standard,1.671889770278538,7,0,7.76
19.4,81.0973633559203,Clear,6,4.04,Express,0.39091315771823293,5,1,5.17
24.7,29.32979736229883,Storm,2,2.87,Express,1.5406952787971953,6,0,5.93
36.9,60.00938162430097,Storm,5,4.4,Express,0.5811958022237165,9,1,8.34
20.5,49.511400177568106,Clear,5,1.92,Express,0.8770243767529945,4,0,3.68
37.5,67.58615045296253,Clear,1,3.22,Standard,1.9445333694336209,11,1,7.7
35.3,33.10013417451668,Rain,2,3.05,Standard,0.07005746027050674,8,0,5.07
15.5,84.32088806158436,Clear,4,1.73,Express,0.9422734119137803,1,1,4.9
44.0,26.057893484276754,Clear,6,2.43,Standard,1.1066036809631088,11,1,6.01
31.3,50.602943084022385,Rain,2,2.16,Standard,1.164003066560567,7,0,6.99
60.9,62.81732936791648,Clear,5,3.87,Standard,0.4844508548345743,17,0,9.25
25.7,42.64593675517315,Rain,2,6.49,Standard,2.260384870565657,6,0,7.78
22.1,39.81877212777333,Clear,5,1.14,Standard,0.0,5,0,3.73
14.4,59.00024145934943,Clear,2,3.95,Standard,1.8212197720427286,6,1,7.19
14.3,56.399678559839444,Clear,7,2.1,Express,1.6505459239141471,4,0,3.99
41.4,55.10688704947269,Storm,4,5.35,Standard,2.1306221527225793,9,0,10.06
57.8,70.45639320638126,Rain,8,3.92,Standard,0.0,14,0,8.55
24.5,47.89949151829562,Rain,1,0.95,Standard,0.19181795847720284,5,0,5.58
23.7,60.752667696310084,Clear,7,3.4,Standard,1.8443601414131485,5,1,8.03
26.9,45.881149451035334,Clear,4,2.77,Standard,0.0,10,1,4.33
45.5,39.71206925507066,Clear,5,1.24,Standard,0.0,12,0,6.59
15.5,49.874344687179665,Clear,6,2.12,Standard,0.45818454930195585,5,1,5.33
29.3,46.02222663051463,Clear,6,3.3,Standard,0.9343956520355873,8,1,7.62
41.8,46.921531579069935,Clear,3,2.16,Standard,1.9145575515541424,11,0,7.85
33.4,75.97589352043892,Clear,4,5.74,Standard,0.6703138595487493,10,1,7.44
5.3,50.42613782736002,Storm,2,2.75,Standard,0.3742325963548226,2,0,6.08
